Month_year,Consultation_Type,Case,Age_Sex,Count,Age_Group,Sex,Age_Group_Num
2023 - 4,1,1,Under 1 Male,29.0,Under 1,Male,0
2023 - 4,1,3,Under 1 Male,12.0,Under 1,Male,0
2023 - 4,1,4,Under 1 Male,1.0,Under 1,Male,0
2023 - 4,1,5,Under 1 Male,30.0,Under 1,Male,0
2023 - 4,1,6,Under 1 Male,13.0,Under 1,Male,0
2023 - 4,1,7,Under 1 Male,5.0,Under 1,Male,0
2023 - 4,1,9,Under 1 Male,15.0,Under 1,Male,0
2023 - 4,2,11,Under 1 Male,29.0,Under 1,Male,0
2023 - 4,2,13,Under 1 Male,12.0,Under 1,Male,0
2023 - 4,2,14,Under 1 Male,1.0,Under 1,Male,0
2023 - 4,2,15,Under 1 Male,30.0,Under 1,Male,0
2023 - 4,2,16,Under 1 Male,13.0,Under 1,Male,0
2023 - 4,2,17,Under 1 Male,5.0,Under 1,Male,0
2023 - 4,2,19,Under 1 Male,15.0,Under 1,Male,0
2023 - 4,3,22,Under 1 Male,1.0,Under 1,Male,0
2023 - 4,3,26,Under 1 Male,1.0,Under 1,Male,0
2023 - 8,1,1,Under 1 Male,22.0,Under 1,Male,0
2023 - 8,1,3,Under 1 Male,6.0,Under 1,Male,0
2023 - 8,1,9,Under 1 Male,34.0,Under 1,Male,0
2023 - 8,1,7,Under 1 Male,8.0,Under 1,Male,0
2023 - 8,1,5,Under 1 Male,21.0,Under 1,Male,0
2023 - 8,2,34,Under 1 Male,23.0,Under 1,Male,0
2023 - 8,2,12,Under 1 Male,5.0,Under 1,Male,0
2023 - 8,2,35,Under 1 Male,27.0,Under 1,Male,0
2023 - 8,2,15,Under 1 Male,4.0,Under 1,Male,0
2023 - 8,2,37,Under 1 Male,1.0,Under 1,Male,0
2023 - 8,2,16,Under 1 Male,2.0,Under 1,Male,0
2023 - 8,3,41,Under 1 Male,1.0,Under 1,Male,0
2023 - 12,1,1,Under 1 Male,39.0,Under 1,Male,0
2023 - 12,1,6,Under 1 Male,38.0,Under 1,Male,0
2023 - 12,1,3,Under 1 Male,13.0,Under 1,Male,0
2023 - 12,1,7,Under 1 Male,7.0,Under 1,Male,0
2023 - 12,1,5,Under 1 Male,13.0,Under 1,Male,0
2023 - 12,1,48,Under 1 Male,4.0,Under 1,Male,0
2023 - 12,2,35,Under 1 Male,23.0,Under 1,Male,0
2023 - 12,2,11,Under 1 Male,11.0,Under 1,Male,0
2023 - 12,2,15,Under 1 Male,1.0,Under 1,Male,0
2023 - 12,2,14,Under 1 Male,1.0,Under 1,Male,0
2023 - 12,2,16,Under 1 Male,1.0,Under 1,Male,0
2023 - 12,2,51,Under 1 Male,2.0,Under 1,Male,0
2023 - 7,1,1,Under 1 Male,35.0,Under 1,Male,0
2023 - 7,1,3,Under 1 Male,13.0,Under 1,Male,0
2023 - 7,1,7,Under 1 Male,6.0,Under 1,Male,0
2023 - 7,1,6,Under 1 Male,19.0,Under 1,Male,0
2023 - 7,1,33,Under 1 Male,4.0,Under 1,Male,0
2023 - 7,1,5,Under 1 Male,9.0,Under 1,Male,0
2023 - 7,1,17,Under 1 Male,2.0,Under 1,Male,0
2023 - 7,2,59,Under 1 Male,17.0,Under 1,Male,0
2023 - 7,2,11,Under 1 Male,16.0,Under 1,Male,0
2023 - 7,2,12,Under 1 Male,5.0,Under 1,Male,0
2023 - 7,2,15,Under 1 Male,4.0,Under 1,Male,0
2023 - 7,2,60,Under 1 Male,2.0,Under 1,Male,0
2023 - 7,3,66,Under 1 Male,1.0,Under 1,Male,0
2023 - 7,3,67,Under 1 Male,1.0,Under 1,Male,0
2023 - 6,1,1,Under 1 Male,47.0,Under 1,Male,0
2023 - 6,1,4,Under 1 Male,2.0,Under 1,Male,0
2023 - 6,1,9,Under 1 Male,21.0,Under 1,Male,0
2023 - 6,1,3,Under 1 Male,12.0,Under 1,Male,0
2023 - 6,1,7,Under 1 Male,4.0,Under 1,Male,0
2023 - 6,1,73,Under 1 Male,2.0,Under 1,Male,0
2023 - 6,1,5,Under 1 Male,6.0,Under 1,Male,0
2023 - 6,2,12,Under 1 Male,6.0,Under 1,Male,0
2023 - 6,2,16,Under 1 Male,4.0,Under 1,Male,0
2023 - 6,2,15,Under 1 Male,1.0,Under 1,Male,0
2023 - 6,2,11,Under 1 Male,8.0,Under 1,Male,0
2023 - 6,2,36,Under 1 Male,1.0,Under 1,Male,0
2023 - 6,2,51,Under 1 Male,1.0,Under 1,Male,0
2023 - 6,2,14,Under 1 Male,2.0,Under 1,Male,0
2023 - 6,2,74,Under 1 Male,4.0,Under 1,Male,0
2023 - 6,3,82,Under 1 Male,1.0,Under 1,Male,0
2023 - 11,1,6,Under 1 Male,52.0,Under 1,Male,0
2023 - 11,1,7,Under 1 Male,4.0,Under 1,Male,0
2023 - 11,1,1,Under 1 Male,38.0,Under 1,Male,0
2023 - 11,1,5,Under 1 Male,4.0,Under 1,Male,0
2023 - 11,1,48,Under 1 Male,9.0,Under 1,Male,0
2023 - 11,1,84,Under 1 Male,3.0,Under 1,Male,0
2023 - 11,1,3,Under 1 Male,11.0,Under 1,Male,0
2023 - 11,2,15,Under 1 Male,1.0,Under 1,Male,0
2023 - 11,2,11,Under 1 Male,6.0,Under 1,Male,0
2023 - 11,2,35,Under 1 Male,42.0,Under 1,Male,0
2023 - 11,2,14,Under 1 Male,2.0,Under 1,Male,0
2023 - 11,2,12,Under 1 Male,4.0,Under 1,Male,0
2023 - 11,3,52,Under 1 Male,1.0,Under 1,Male,0
2023 - 11,3,92,Under 1 Male,1.0,Under 1,Male,0
2023 - 10,1,1,Under 1 Male,38.0,Under 1,Male,0
2023 - 10,1,6,Under 1 Male,96.0,Under 1,Male,0
2023 - 10,1,3,Under 1 Male,13.0,Under 1,Male,0
2023 - 10,1,7,Under 1 Male,10.0,Under 1,Male,0
2023 - 10,1,48,Under 1 Male,9.0,Under 1,Male,0
2023 - 10,1,5,Under 1 Male,7.0,Under 1,Male,0
2023 - 10,2,35,Under 1 Male,61.0,Under 1,Male,0
2023 - 10,2,49,Under 1 Male,5.0,Under 1,Male,0
2023 - 10,2,12,Under 1 Male,1.0,Under 1,Male,0
2023 - 10,2,11,Under 1 Male,7.0,Under 1,Male,0
2023 - 10,2,17,Under 1 Male,1.0,Under 1,Male,0
2023 - 10,2,15,Under 1 Male,3.0,Under 1,Male,0
2023 - 10,2,16,Under 1 Male,2.0,Under 1,Male,0
2023 - 10,2,95,Under 1 Male,15.0,Under 1,Male,0
2023 - 10,2,14,Under 1 Male,3.0,Under 1,Male,0
2023 - 10,2,51,Under 1 Male,1.0,Under 1,Male,0
2023 - 10,3,35,Under 1 Male,1.0,Under 1,Male,0
2023 - 9,1,1,Under 1 Male,25.0,Under 1,Male,0
2023 - 9,1,6,Under 1 Male,77.0,Under 1,Male,0
2023 - 9,1,3,Under 1 Male,10.0,Under 1,Male,0
2023 - 9,1,7,Under 1 Male,8.0,Under 1,Male,0
2023 - 9,1,48,Under 1 Male,5.0,Under 1,Male,0
2023 - 9,1,84,Under 1 Male,9.0,Under 1,Male,0
2023 - 9,1,5,Under 1 Male,6.0,Under 1,Male,0
2023 - 9,2,35,Under 1 Male,51.0,Under 1,Male,0
2023 - 9,2,12,Under 1 Male,0.0,Under 1,Male,0
2023 - 9,2,11,Under 1 Male,9.0,Under 1,Male,0
2023 - 9,2,17,Under 1 Male,0.0,Under 1,Male,0
2023 - 9,2,49,Under 1 Male,1.0,Under 1,Male,0
2023 - 9,2,95,Under 1 Male,17.0,Under 1,Male,0
2023 - 9,2,15,Under 1 Male,1.0,Under 1,Male,0
2023 - 9,2,16,Under 1 Male,1.0,Under 1,Male,0
2023 - 9,2,51,Under 1 Male,0.0,Under 1,Male,0
2023 - 9,2,14,Under 1 Male,2.0,Under 1,Male,0
2023 - 4,1,1,Under 1 Female,29.0,Under 1,Female,0
2023 - 4,1,3,Under 1 Female,12.0,Under 1,Female,0
2023 - 4,1,5,Under 1 Female,14.0,Under 1,Female,0
2023 - 4,1,6,Under 1 Female,18.0,Under 1,Female,0
2023 - 4,1,7,Under 1 Female,2.0,Under 1,Female,0
2023 - 4,1,9,Under 1 Female,10.0,Under 1,Female,0
2023 - 4,2,11,Under 1 Female,29.0,Under 1,Female,0
2023 - 4,2,13,Under 1 Female,12.0,Under 1,Female,0
2023 - 4,2,15,Under 1 Female,14.0,Under 1,Female,0
2023 - 4,2,16,Under 1 Female,18.0,Under 1,Female,0
2023 - 4,2,17,Under 1 Female,2.0,Under 1,Female,0
2023 - 4,2,19,Under 1 Female,10.0,Under 1,Female,0
2023 - 8,1,1,Under 1 Female,14.0,Under 1,Female,0
2023 - 8,1,3,Under 1 Female,10.0,Under 1,Female,0
2023 - 8,1,9,Under 1 Female,13.0,Under 1,Female,0
2023 - 8,1,7,Under 1 Female,3.0,Under 1,Female,0
2023 - 8,1,5,Under 1 Female,14.0,Under 1,Female,0
2023 - 8,1,33,Under 1 Female,4.0,Under 1,Female,0
2023 - 8,2,34,Under 1 Female,19.0,Under 1,Female,0
2023 - 8,2,12,Under 1 Female,3.0,Under 1,Female,0
2023 - 8,2,35,Under 1 Female,11.0,Under 1,Female,0
2023 - 8,2,15,Under 1 Female,1.0,Under 1,Female,0
2023 - 8,2,16,Under 1 Female,1.0,Under 1,Female,0
2023 - 12,1,1,Under 1 Female,22.0,Under 1,Female,0
2023 - 12,1,6,Under 1 Female,36.0,Under 1,Female,0
2023 - 12,1,3,Under 1 Female,13.0,Under 1,Female,0
2023 - 12,1,7,Under 1 Female,3.0,Under 1,Female,0
2023 - 12,1,5,Under 1 Female,12.0,Under 1,Female,0
2023 - 12,1,48,Under 1 Female,4.0,Under 1,Female,0
2023 - 12,2,35,Under 1 Female,15.0,Under 1,Female,0
2023 - 12,2,49,Under 1 Female,1.0,Under 1,Female,0
2023 - 12,2,11,Under 1 Female,9.0,Under 1,Female,0
2023 - 12,2,12,Under 1 Female,2.0,Under 1,Female,0
2023 - 12,2,15,Under 1 Female,4.0,Under 1,Female,0
2023 - 12,2,14,Under 1 Female,3.0,Under 1,Female,0
2023 - 12,2,16,Under 1 Female,1.0,Under 1,Female,0
2023 - 12,2,51,Under 1 Female,2.0,Under 1,Female,0
2023 - 12,3,22,Under 1 Female,1.0,Under 1,Female,0
2023 - 7,1,1,Under 1 Female,23.0,Under 1,Female,0
2023 - 7,1,3,Under 1 Female,4.0,Under 1,Female,0
2023 - 7,1,7,Under 1 Female,3.0,Under 1,Female,0
2023 - 7,1,6,Under 1 Female,13.0,Under 1,Female,0
2023 - 7,1,33,Under 1 Female,2.0,Under 1,Female,0
2023 - 7,1,5,Under 1 Female,10.0,Under 1,Female,0
2023 - 7,2,59,Under 1 Female,14.0,Under 1,Female,0
2023 - 7,2,11,Under 1 Female,10.0,Under 1,Female,0
2023 - 7,2,12,Under 1 Female,2.0,Under 1,Female,0
2023 - 7,3,70,Under 1 Female,1.0,Under 1,Female,0
2023 - 6,1,1,Under 1 Female,23.0,Under 1,Female,0
2023 - 6,1,9,Under 1 Female,6.0,Under 1,Female,0
2023 - 6,1,3,Under 1 Female,3.0,Under 1,Female,0
2023 - 6,1,7,Under 1 Female,1.0,Under 1,Female,0
2023 - 6,1,5,Under 1 Female,7.0,Under 1,Female,0
2023 - 6,2,12,Under 1 Female,1.0,Under 1,Female,0
2023 - 6,2,16,Under 1 Female,2.0,Under 1,Female,0
2023 - 6,2,11,Under 1 Female,5.0,Under 1,Female,0
2023 - 6,2,36,Under 1 Female,1.0,Under 1,Female,0
2023 - 6,2,51,Under 1 Female,2.0,Under 1,Female,0
2023 - 6,2,74,Under 1 Female,4.0,Under 1,Female,0
2023 - 11,1,4,Under 1 Female,1.0,Under 1,Female,0
2023 - 11,1,6,Under 1 Female,41.0,Under 1,Female,0
2023 - 11,1,7,Under 1 Female,4.0,Under 1,Female,0
2023 - 11,1,1,Under 1 Female,27.0,Under 1,Female,0
2023 - 11,1,5,Under 1 Female,7.0,Under 1,Female,0
2023 - 11,1,48,Under 1 Female,3.0,Under 1,Female,0
2023 - 11,1,84,Under 1 Female,3.0,Under 1,Female,0
2023 - 11,1,3,Under 1 Female,5.0,Under 1,Female,0
2023 - 11,2,11,Under 1 Female,4.0,Under 1,Female,0
2023 - 11,2,35,Under 1 Female,22.0,Under 1,Female,0
2023 - 11,2,16,Under 1 Female,1.0,Under 1,Female,0
2023 - 11,2,14,Under 1 Female,2.0,Under 1,Female,0
2023 - 11,3,52,Under 1 Female,1.0,Under 1,Female,0
2023 - 10,1,1,Under 1 Female,32.0,Under 1,Female,0
2023 - 10,1,6,Under 1 Female,68.0,Under 1,Female,0
2023 - 10,1,3,Under 1 Female,4.0,Under 1,Female,0
2023 - 10,1,4,Under 1 Female,1.0,Under 1,Female,0
2023 - 10,1,7,Under 1 Female,5.0,Under 1,Female,0
2023 - 10,1,48,Under 1 Female,3.0,Under 1,Female,0
2023 - 10,1,5,Under 1 Female,9.0,Under 1,Female,0
2023 - 10,1,17,Under 1 Female,1.0,Under 1,Female,0
2023 - 10,2,35,Under 1 Female,40.0,Under 1,Female,0
2023 - 10,2,49,Under 1 Female,1.0,Under 1,Female,0
2023 - 10,2,11,Under 1 Female,7.0,Under 1,Female,0
2023 - 10,2,17,Under 1 Female,1.0,Under 1,Female,0
2023 - 10,2,95,Under 1 Female,9.0,Under 1,Female,0
2023 - 10,2,14,Under 1 Female,4.0,Under 1,Female,0
2023 - 10,3,52,Under 1 Female,1.0,Under 1,Female,0
2023 - 10,3,35,Under 1 Female,1.0,Under 1,Female,0
2023 - 9,1,1,Under 1 Female,32.0,Under 1,Female,0
2023 - 9,1,6,Under 1 Female,54.0,Under 1,Female,0
2023 - 9,1,3,Under 1 Female,10.0,Under 1,Female,0
2023 - 9,1,7,Under 1 Female,2.0,Under 1,Female,0
2023 - 9,1,48,Under 1 Female,5.0,Under 1,Female,0
2023 - 9,1,84,Under 1 Female,1.0,Under 1,Female,0
2023 - 9,1,5,Under 1 Female,4.0,Under 1,Female,0
2023 - 9,2,35,Under 1 Female,27.0,Under 1,Female,0
2023 - 9,2,12,Under 1 Female,1.0,Under 1,Female,0
2023 - 9,2,11,Under 1 Female,5.0,Under 1,Female,0
2023 - 9,2,17,Under 1 Female,0.0,Under 1,Female,0
2023 - 9,2,49,Under 1 Female,0.0,Under 1,Female,0
2023 - 9,2,95,Under 1 Female,4.0,Under 1,Female,0
2023 - 9,2,15,Under 1 Female,2.0,Under 1,Female,0
2023 - 9,2,16,Under 1 Female,0.0,Under 1,Female,0
2023 - 9,2,51,Under 1 Female,1.0,Under 1,Female,0
2023 - 9,2,14,Under 1 Female,2.0,Under 1,Female,0
2023 - 4,1,1,1-4 Male,93.0,1-4,Male,1-4
2023 - 4,1,3,1-4 Male,37.0,1-4,Male,1-4
2023 - 4,1,4,1-4 Male,12.0,1-4,Male,1-4
2023 - 4,1,5,1-4 Male,42.0,1-4,Male,1-4
2023 - 4,1,6,1-4 Male,26.0,1-4,Male,1-4
2023 - 4,1,7,1-4 Male,4.0,1-4,Male,1-4
2023 - 4,1,8,1-4 Male,2.0,1-4,Male,1-4
2023 - 4,1,9,1-4 Male,32.0,1-4,Male,1-4
2023 - 4,2,11,1-4 Male,57.0,1-4,Male,1-4
2023 - 4,2,12,1-4 Male,17.0,1-4,Male,1-4
2023 - 4,2,13,1-4 Male,43.0,1-4,Male,1-4
2023 - 4,2,14,1-4 Male,22.0,1-4,Male,1-4
2023 - 4,2,15,1-4 Male,5.0,1-4,Male,1-4
2023 - 4,2,16,1-4 Male,17.0,1-4,Male,1-4
2023 - 4,2,17,1-4 Male,7.0,1-4,Male,1-4
2023 - 4,2,18,1-4 Male,15.0,1-4,Male,1-4
2023 - 4,2,19,1-4 Male,17.0,1-4,Male,1-4
2023 - 4,2,20,1-4 Male,8.0,1-4,Male,1-4
2023 - 8,1,1,1-4 Male,57.0,1-4,Male,1-4
2023 - 8,1,3,1-4 Male,34.0,1-4,Male,1-4
2023 - 8,1,9,1-4 Male,24.0,1-4,Male,1-4
2023 - 8,1,4,1-4 Male,8.0,1-4,Male,1-4
2023 - 8,1,7,1-4 Male,9.0,1-4,Male,1-4
2023 - 8,1,8,1-4 Male,4.0,1-4,Male,1-4
2023 - 8,1,5,1-4 Male,24.0,1-4,Male,1-4
2023 - 8,1,33,1-4 Male,12.0,1-4,Male,1-4
2023 - 8,1,17,1-4 Male,7.0,1-4,Male,1-4
2023 - 8,2,34,1-4 Male,37.0,1-4,Male,1-4
2023 - 8,2,12,1-4 Male,7.0,1-4,Male,1-4
2023 - 8,2,35,1-4 Male,36.0,1-4,Male,1-4
2023 - 8,2,17,1-4 Male,11.0,1-4,Male,1-4
2023 - 8,2,15,1-4 Male,14.0,1-4,Male,1-4
2023 - 8,2,36,1-4 Male,2.0,1-4,Male,1-4
2023 - 8,2,38,1-4 Male,1.0,1-4,Male,1-4
2023 - 8,2,16,1-4 Male,9.0,1-4,Male,1-4
2023 - 8,2,39,1-4 Male,2.0,1-4,Male,1-4
2023 - 12,1,1,1-4 Male,86.0,1-4,Male,1-4
2023 - 12,1,6,1-4 Male,57.0,1-4,Male,1-4
2023 - 12,1,3,1-4 Male,50.0,1-4,Male,1-4
2023 - 12,1,4,1-4 Male,10.0,1-4,Male,1-4
2023 - 12,1,7,1-4 Male,5.0,1-4,Male,1-4
2023 - 12,1,5,1-4 Male,21.0,1-4,Male,1-4
2023 - 12,1,17,1-4 Male,8.0,1-4,Male,1-4
2023 - 12,1,48,1-4 Male,13.0,1-4,Male,1-4
2023 - 12,1,8,1-4 Male,1.0,1-4,Male,1-4
2023 - 12,2,35,1-4 Male,31.0,1-4,Male,1-4
2023 - 12,2,49,1-4 Male,8.0,1-4,Male,1-4
2023 - 12,2,11,1-4 Male,32.0,1-4,Male,1-4
2023 - 12,2,12,1-4 Male,6.0,1-4,Male,1-4
2023 - 12,2,17,1-4 Male,11.0,1-4,Male,1-4
2023 - 12,2,15,1-4 Male,9.0,1-4,Male,1-4
2023 - 12,2,14,1-4 Male,6.0,1-4,Male,1-4
2023 - 12,2,16,1-4 Male,2.0,1-4,Male,1-4
2023 - 12,2,51,1-4 Male,11.0,1-4,Male,1-4
2023 - 12,3,52,1-4 Male,1.0,1-4,Male,1-4
2023 - 7,1,1,1-4 Male,85.0,1-4,Male,1-4
2023 - 7,1,3,1-4 Male,35.0,1-4,Male,1-4
2023 - 7,1,4,1-4 Male,10.0,1-4,Male,1-4
2023 - 7,1,7,1-4 Male,5.0,1-4,Male,1-4
2023 - 7,1,6,1-4 Male,22.0,1-4,Male,1-4
2023 - 7,1,8,1-4 Male,2.0,1-4,Male,1-4
2023 - 7,1,33,1-4 Male,21.0,1-4,Male,1-4
2023 - 7,1,5,1-4 Male,10.0,1-4,Male,1-4
2023 - 7,1,17,1-4 Male,7.0,1-4,Male,1-4
2023 - 7,2,59,1-4 Male,29.0,1-4,Male,1-4
2023 - 7,2,11,1-4 Male,27.0,1-4,Male,1-4
2023 - 7,2,15,1-4 Male,14.0,1-4,Male,1-4
2023 - 7,2,17,1-4 Male,15.0,1-4,Male,1-4
2023 - 7,2,60,1-4 Male,2.0,1-4,Male,1-4
2023 - 7,2,51,1-4 Male,18.0,1-4,Male,1-4
2023 - 7,2,61,1-4 Male,6.0,1-4,Male,1-4
2023 - 6,1,1,1-4 Male,183.0,1-4,Male,1-4
2023 - 6,1,4,1-4 Male,17.0,1-4,Male,1-4
2023 - 6,1,9,1-4 Male,29.0,1-4,Male,1-4
2023 - 6,1,3,1-4 Male,38.0,1-4,Male,1-4
2023 - 6,1,7,1-4 Male,4.0,1-4,Male,1-4
2023 - 6,1,73,1-4 Male,46.0,1-4,Male,1-4
2023 - 6,1,5,1-4 Male,19.0,1-4,Male,1-4
2023 - 6,1,17,1-4 Male,8.0,1-4,Male,1-4
2023 - 6,2,12,1-4 Male,8.0,1-4,Male,1-4
2023 - 6,2,16,1-4 Male,24.0,1-4,Male,1-4
2023 - 6,2,15,1-4 Male,16.0,1-4,Male,1-4
2023 - 6,2,11,1-4 Male,25.0,1-4,Male,1-4
2023 - 6,2,36,1-4 Male,6.0,1-4,Male,1-4
2023 - 6,2,17,1-4 Male,11.0,1-4,Male,1-4
2023 - 6,2,51,1-4 Male,30.0,1-4,Male,1-4
2023 - 6,2,14,1-4 Male,12.0,1-4,Male,1-4
2023 - 6,2,74,1-4 Male,14.0,1-4,Male,1-4
2023 - 6,3,66,1-4 Male,1.0,1-4,Male,1-4
2023 - 6,3,80,1-4 Male,1.0,1-4,Male,1-4
2023 - 11,1,4,1-4 Male,2.0,1-4,Male,1-4
2023 - 11,1,6,1-4 Male,64.0,1-4,Male,1-4
2023 - 11,1,7,1-4 Male,2.0,1-4,Male,1-4
2023 - 11,1,1,1-4 Male,134.0,1-4,Male,1-4
2023 - 11,1,17,1-4 Male,8.0,1-4,Male,1-4
2023 - 11,1,5,1-4 Male,11.0,1-4,Male,1-4
2023 - 11,1,48,1-4 Male,20.0,1-4,Male,1-4
2023 - 11,1,84,1-4 Male,8.0,1-4,Male,1-4
2023 - 11,1,3,1-4 Male,36.0,1-4,Male,1-4
2023 - 11,2,15,1-4 Male,8.0,1-4,Male,1-4
2023 - 11,2,11,1-4 Male,15.0,1-4,Male,1-4
2023 - 11,2,39,1-4 Male,1.0,1-4,Male,1-4
2023 - 11,2,36,1-4 Male,2.0,1-4,Male,1-4
2023 - 11,2,35,1-4 Male,67.0,1-4,Male,1-4
2023 - 11,2,16,1-4 Male,5.0,1-4,Male,1-4
2023 - 11,2,14,1-4 Male,7.0,1-4,Male,1-4
2023 - 11,2,12,1-4 Male,10.0,1-4,Male,1-4
2023 - 11,3,52,1-4 Male,1.0,1-4,Male,1-4
2023 - 10,1,1,1-4 Male,153.0,1-4,Male,1-4
2023 - 10,1,6,1-4 Male,80.0,1-4,Male,1-4
2023 - 10,1,3,1-4 Male,32.0,1-4,Male,1-4
2023 - 10,1,4,1-4 Male,7.0,1-4,Male,1-4
2023 - 10,1,7,1-4 Male,7.0,1-4,Male,1-4
2023 - 10,1,48,1-4 Male,36.0,1-4,Male,1-4
2023 - 10,1,8,1-4 Male,2.0,1-4,Male,1-4
2023 - 10,1,5,1-4 Male,18.0,1-4,Male,1-4
2023 - 10,1,17,1-4 Male,9.0,1-4,Male,1-4
2023 - 10,2,35,1-4 Male,72.0,1-4,Male,1-4
2023 - 10,2,49,1-4 Male,7.0,1-4,Male,1-4
2023 - 10,2,12,1-4 Male,2.0,1-4,Male,1-4
2023 - 10,2,11,1-4 Male,21.0,1-4,Male,1-4
2023 - 10,2,17,1-4 Male,11.0,1-4,Male,1-4
2023 - 10,2,15,1-4 Male,13.0,1-4,Male,1-4
2023 - 10,2,16,1-4 Male,13.0,1-4,Male,1-4
2023 - 10,2,95,1-4 Male,1.0,1-4,Male,1-4
2023 - 10,2,14,1-4 Male,7.0,1-4,Male,1-4
2023 - 10,2,51,1-4 Male,12.0,1-4,Male,1-4
2023 - 10,3,35,1-4 Male,1.0,1-4,Male,1-4
2023 - 9,1,1,1-4 Male,102.0,1-4,Male,1-4
2023 - 9,1,6,1-4 Male,69.0,1-4,Male,1-4
2023 - 9,1,3,1-4 Male,29.0,1-4,Male,1-4
2023 - 9,1,4,1-4 Male,13.0,1-4,Male,1-4
2023 - 9,1,7,1-4 Male,14.0,1-4,Male,1-4
2023 - 9,1,8,1-4 Male,1.0,1-4,Male,1-4
2023 - 9,1,48,1-4 Male,13.0,1-4,Male,1-4
2023 - 9,1,84,1-4 Male,9.0,1-4,Male,1-4
2023 - 9,1,5,1-4 Male,20.0,1-4,Male,1-4
2023 - 9,2,35,1-4 Male,66.0,1-4,Male,1-4
2023 - 9,2,12,1-4 Male,2.0,1-4,Male,1-4
2023 - 9,2,11,1-4 Male,21.0,1-4,Male,1-4
2023 - 9,2,17,1-4 Male,9.0,1-4,Male,1-4
2023 - 9,2,49,1-4 Male,6.0,1-4,Male,1-4
2023 - 9,2,95,1-4 Male,14.0,1-4,Male,1-4
2023 - 9,2,15,1-4 Male,5.0,1-4,Male,1-4
2023 - 9,2,16,1-4 Male,4.0,1-4,Male,1-4
2023 - 9,2,51,1-4 Male,7.0,1-4,Male,1-4
2023 - 9,2,14,1-4 Male,2.0,1-4,Male,1-4
2023 - 4,1,1,1-4 Female,66.0,1-4,Female,1-4
2023 - 4,1,3,1-4 Female,39.0,1-4,Female,1-4
2023 - 4,1,4,1-4 Female,15.0,1-4,Female,1-4
2023 - 4,1,5,1-4 Female,19.0,1-4,Female,1-4
2023 - 4,1,6,1-4 Female,19.0,1-4,Female,1-4
2023 - 4,1,7,1-4 Female,3.0,1-4,Female,1-4
2023 - 4,1,8,1-4 Female,3.0,1-4,Female,1-4
2023 - 4,1,9,1-4 Female,9.0,1-4,Female,1-4
2023 - 4,2,11,1-4 Female,28.0,1-4,Female,1-4
2023 - 4,2,12,1-4 Female,23.0,1-4,Female,1-4
2023 - 4,2,13,1-4 Female,28.0,1-4,Female,1-4
2023 - 4,2,14,1-4 Female,12.0,1-4,Female,1-4
2023 - 4,2,15,1-4 Female,9.0,1-4,Female,1-4
2023 - 4,2,16,1-4 Female,12.0,1-4,Female,1-4
2023 - 4,2,17,1-4 Female,6.0,1-4,Female,1-4
2023 - 4,2,18,1-4 Female,15.0,1-4,Female,1-4
2023 - 4,2,19,1-4 Female,9.0,1-4,Female,1-4
2023 - 4,2,20,1-4 Female,5.0,1-4,Female,1-4
2023 - 4,3,27,1-4 Female,1.0,1-4,Female,1-4
2023 - 8,1,1,1-4 Female,40.0,1-4,Female,1-4
2023 - 8,1,3,1-4 Female,29.0,1-4,Female,1-4
2023 - 8,1,9,1-4 Female,20.0,1-4,Female,1-4
2023 - 8,1,4,1-4 Female,7.0,1-4,Female,1-4
2023 - 8,1,7,1-4 Female,8.0,1-4,Female,1-4
2023 - 8,1,8,1-4 Female,2.0,1-4,Female,1-4
2023 - 8,1,5,1-4 Female,11.0,1-4,Female,1-4
2023 - 8,1,33,1-4 Female,7.0,1-4,Female,1-4
2023 - 8,1,17,1-4 Female,4.0,1-4,Female,1-4
2023 - 8,2,34,1-4 Female,20.0,1-4,Female,1-4
2023 - 8,2,12,1-4 Female,8.0,1-4,Female,1-4
2023 - 8,2,35,1-4 Female,19.0,1-4,Female,1-4
2023 - 8,2,17,1-4 Female,7.0,1-4,Female,1-4
2023 - 8,2,15,1-4 Female,11.0,1-4,Female,1-4
2023 - 8,2,16,1-4 Female,6.0,1-4,Female,1-4
2023 - 8,2,39,1-4 Female,2.0,1-4,Female,1-4
2023 - 12,1,1,1-4 Female,61.0,1-4,Female,1-4
2023 - 12,1,6,1-4 Female,46.0,1-4,Female,1-4
2023 - 12,1,3,1-4 Female,43.0,1-4,Female,1-4
2023 - 12,1,4,1-4 Female,3.0,1-4,Female,1-4
2023 - 12,1,7,1-4 Female,5.0,1-4,Female,1-4
2023 - 12,1,5,1-4 Female,14.0,1-4,Female,1-4
2023 - 12,1,17,1-4 Female,7.0,1-4,Female,1-4
2023 - 12,1,48,1-4 Female,10.0,1-4,Female,1-4
2023 - 12,1,8,1-4 Female,1.0,1-4,Female,1-4
2023 - 12,2,35,1-4 Female,27.0,1-4,Female,1-4
2023 - 12,2,49,1-4 Female,12.0,1-4,Female,1-4
2023 - 12,2,11,1-4 Female,23.0,1-4,Female,1-4
2023 - 12,2,12,1-4 Female,12.0,1-4,Female,1-4
2023 - 12,2,17,1-4 Female,6.0,1-4,Female,1-4
2023 - 12,2,15,1-4 Female,2.0,1-4,Female,1-4
2023 - 12,2,14,1-4 Female,6.0,1-4,Female,1-4
2023 - 12,2,16,1-4 Female,3.0,1-4,Female,1-4
